engine_model_id,manufacturer,model_name,engine_family,engine_type
465,BARRETT,540 SERIES,,FAA_TYPE_1
466,BARRETT,IO-360-X,,FAA_TYPE_1
467,BARRETT,IO-390-X,,FAA_TYPE_1
468,BARRETT,IO-540-X,,FAA_TYPE_1
469,BETA TECH,GENERATION 6,,FAA_TYPE_10
470,BETA TECH,H500A,,FAA_TYPE_10
471,BMS,EXPERIMENTAL,,FAA_TYPE_1
472,BMW,801D,,FAA_TYPE_1
473,BMW,R1200 SERIES,,FAA_TYPE_1
474,BMW ROLLS,BR 700 SERIES,,FAA_TYPE_5
475,BMW ROLLS,BR700-710A110,,FAA_TYPE_5
476,BMW ROLLS,BR700-710A220,,FAA_TYPE_5
477,BMW ROLLS,BR700-710C411,,FAA_TYPE_5
478,BMW ROLLS,BR700-715A130,,FAA_TYPE_5
479,BMW ROLLS,BR700-715B130,,FAA_TYPE_5
480,BMW ROLLS,BR700-715C130,,FAA_TYPE_5
481,BOMBARDIER,ROTAX (ALL),,FAA_TYPE_1
482,BOMBARDIER,ROTAX 912 F2,,FAA_TYPE_1
483,BOMBARDIER,ROTAX 912 F3,,FAA_TYPE_1
484,BOMBARDIER,ROTAX 912 F4,,FAA_TYPE_1
485,BOMBARDIER,ROTAX 912 S2,,FAA_TYPE_1
486,BOMBARDIER,ROTAX 912 S3,,FAA_TYPE_1
487,BOMBARDIER,ROTAX 912 S4,,FAA_TYPE_1
488,BOMBARDIER,ROTAX 914 F2,,FAA_TYPE_1
489,BOMBARDIER,ROTAX 914 F3,,FAA_TYPE_1
490,BOMBARDIER,ROTAX 914 F4,,FAA_TYPE_1
491,BREDA,SPA 6A,,FAA_TYPE_1
492,BRIST AERO,CNTURUSMK18,,FAA_TYPE_1
493,BRIST AERO,HERCULES,,FAA_TYPE_1
494,BRIST AERO,ORPHEUS 637,,FAA_TYPE_4
495,BRIST SID,GIPSY,,FAA_TYPE_1
496,BRIST SID,MARK 521,,FAA_TYPE_4
497,BRISTOL AE,PROTEUS 756,,FAA_TYPE_2
498,BRISTOL AE,PROTEUS 766,,FAA_TYPE_2
499,BRISTOL SI,AVON 522,,FAA_TYPE_4
500,BRISTOL SI,AVON 524B,,FAA_TYPE_4
501,BRISTOL SI,AVON 525B,,FAA_TYPE_4
502,BRISTOL SI,AVON 526,,FAA_TYPE_4
503,BRISTOL SI,AVON 527,,FAA_TYPE_4
504,BRISTOL SI,AVON 531,,FAA_TYPE_4
505,BRISTOL SI,AVON 532R-B,,FAA_TYPE_4
506,BRISTOL SI,AVON 533R,,FAA_TYPE_4
507,BRISTOL SI,AVON 533R-11A,,FAA_TYPE_4
508,BRISTOL SI,CENTAURUS 18,,FAA_TYPE_1
509,BRISTOL SI,H.1000 MK.510,,FAA_TYPE_3
510,BRISTOL SI,H.1000 MK.511,,FAA_TYPE_3
511,BRISTOL SI,H.1200 MK.610,,FAA_TYPE_3
512,BRISTOL SI,H.1200 MKS640,,FAA_TYPE_3
513,BRISTOL SI,H.1200 MKS641,,FAA_TYPE_3
514,BRISTOL SI,H.1200MKS640A,,FAA_TYPE_3
515,BRISTOL SI,H.1200MKS641A,,FAA_TYPE_3
516,BRP-ROTAX,914 F2,,FAA_TYPE_8
517,BRP-ROTAX,914 F3,,FAA_TYPE_8
518,BRP-ROTAX,914 F4,,FAA_TYPE_8
519,BRP-ROTAX,ROTAX 914 UL,,FAA_TYPE_2
520,C F E CO,CFE 738-1-1B,,FAA_TYPE_5
521,CAMIT,3300,,FAA_TYPE_1
522,CFM INTL,CFM56-2,,FAA_TYPE_5
523,CFM INTL,CFM56-2A,,FAA_TYPE_5
524,CFM INTL,CFM56-2B,,FAA_TYPE_5
525,CFM INTL,CFM56-3,,FAA_TYPE_5
526,CFM INTL,CFM56-3B,,FAA_TYPE_5
527,CFM INTL,CFM56-3B-1,,FAA_TYPE_5
528,CFM INTL,CFM56-3B2,,FAA_TYPE_5
529,CFM INTL,CFM56-3C,,FAA_TYPE_5
530,CFM INTL,CFM56-3C1,,FAA_TYPE_5
531,CFM INTL,CFM56-5,,FAA_TYPE_5
532,CFM INTL,CFM56-5-A1/F,,FAA_TYPE_5
533,CFM INTL,CFM56-5A,,FAA_TYPE_5
534,CFM INTL,CFM56-5A3,,FAA_TYPE_5
535,CFM INTL,CFM56-5A4,,FAA_TYPE_5
536,CFM INTL,CFM56-5A4/F,,FAA_TYPE_5
537,CFM INTL,CFM56-5A5,,FAA_TYPE_5
538,CFM INTL,CFM56-5A5/F,,FAA_TYPE_5
539,CFM INTL,CFM56-5B1,,FAA_TYPE_5
540,CFM INTL,CFM56-5B1/2P,,FAA_TYPE_5
541,CFM INTL,CFM56-5B1/P,,FAA_TYPE_5
542,CFM INTL,CFM56-5B2,,FAA_TYPE_5
543,CFM INTL,CFM56-5B2/2P,,FAA_TYPE_5
544,CFM INTL,CFM56-5B2/P,,FAA_TYPE_5
545,CFM INTL,CFM56-5B3/2P,,FAA_TYPE_5
546,CFM INTL,CFM56-5B3/2P1,,FAA_TYPE_5
547,CFM INTL,CFM56-5B3/3,,FAA_TYPE_5
548,CFM INTL,CFM56-5B3/P,,FAA_TYPE_5
549,CFM INTL,CFM56-5B3/P1,,FAA_TYPE_5
550,CFM INTL,CFM56-5B4,,FAA_TYPE_5
551,CFM INTL,CFM56-5B4/2P,,FAA_TYPE_5
552,CFM INTL,CFM56-5B4/2P1,,FAA_TYPE_5
553,CFM INTL,CFM56-5B4/3,,FAA_TYPE_5
554,CFM INTL,CFM56-5B4/P,,FAA_TYPE_5
555,CFM INTL,CFM56-5B4/P1,,FAA_TYPE_5
556,CFM INTL,CFM56-5B5,,FAA_TYPE_5
557,CFM INTL,CFM56-5B5/P,,FAA_TYPE_5
558,CFM INTL,CFM56-5B6,,FAA_TYPE_5
559,CFM INTL,CFM56-5B6/2P,,FAA_TYPE_5
560,CFM INTL,CFM56-5B6/3,,FAA_TYPE_5
561,CFM INTL,CFM56-5B6/P,,FAA_TYPE_5
562,CFM INTL,CFM56-5B7,,FAA_TYPE_5
563,CFM INTL,CFM56-5B7/3,,FAA_TYPE_5
564,CFM INTL,CFM56-5B7/P,,FAA_TYPE_5
565,CFM INTL,CFM56-5B8/P,,FAA_TYPE_5
566,CFM INTL,CFM56-5B9/2P,,FAA_TYPE_5
567,CFM INTL,CFM56-5B9/P,,FAA_TYPE_5
568,CFM INTL,CFM56-5C2,,FAA_TYPE_5
569,CFM INTL,CFM56-5C2/4,,FAA_TYPE_5
570,CFM INTL,CFM56-5C2/F,,FAA_TYPE_5
571,CFM INTL,CFM56-5C2/F4,,FAA_TYPE_5
572,CFM INTL,CFM56-5C2/G,,FAA_TYPE_5
573,CFM INTL,CFM56-5C2/G4,,FAA_TYPE_5
574,CFM INTL,CFM56-5C2/P,,FAA_TYPE_5
575,CFM INTL,CFM56-5C3/F,,FAA_TYPE_5
576,CFM INTL,CFM56-5C3/F4,,FAA_TYPE_5
577,CFM INTL,CFM56-5C3/G,,FAA_TYPE_5
578,CFM INTL,CFM56-5C3/G4,,FAA_TYPE_5
579,CFM INTL,CFM56-5C3/P,,FAA_TYPE_5
580,CFM INTL,CFM56-5C4,,FAA_TYPE_5
581,CFM INTL,CFM56-5C4/1,,FAA_TYPE_5
582,CFM INTL,CFM56-5C4/1P,,FAA_TYPE_5
583,CFM INTL,CFM56-5C4/P,,FAA_TYPE_5
584,CFM INTL,CFM56-7B/3,,FAA_TYPE_5
585,CFM INTL,CFM56-7B18,,FAA_TYPE_5
586,CFM INTL,CFM56-7B20,,FAA_TYPE_5
587,CFM INTL,CFM56-7B20/2,,FAA_TYPE_5
588,CFM INTL,CFM56-7B22,,FAA_TYPE_5
589,CFM INTL,CFM56-7B22/2,,FAA_TYPE_5
590,CFM INTL,CFM56-7B22/3,,FAA_TYPE_5
591,CFM INTL,CFM56-7B22/B1,,FAA_TYPE_5
592,CFM INTL,CFM56-7B22/B2,,FAA_TYPE_5
593,CFM INTL,CFM56-7B24,,FAA_TYPE_5
594,CFM INTL,CFM56-7B24/2,,FAA_TYPE_5
595,CFM INTL,CFM56-7B24/3,,FAA_TYPE_5
596,CFM INTL,CFM56-7B24/B1,,FAA_TYPE_5
597,CFM INTL,CFM56-7B24E,,FAA_TYPE_5
598,CFM INTL,CFM56-7B26,,FAA_TYPE_5
599,CFM INTL,CFM56-7B26/2,,FAA_TYPE_5
600,CFM INTL,CFM56-7B26/3,,FAA_TYPE_5
601,CFM INTL,CFM56-7B26/B1,,FAA_TYPE_5
602,CFM INTL,CFM56-7B26/B2,,FAA_TYPE_5
603,CFM INTL,CFM56-7B26E,,FAA_TYPE_5
604,CFM INTL,CFM56-7B27,,FAA_TYPE_5
605,CFM INTL,CFM56-7B27/2,,FAA_TYPE_5
606,CFM INTL,CFM56-7B27/3,,FAA_TYPE_5
607,CFM INTL,CFM56-7B27/B1,,FAA_TYPE_5
608,CFM INTL,CFM56-7B27/B3,,FAA_TYPE_5
609,CFM INTL,CFM56-7B27383,,FAA_TYPE_5
610,CFM INTL,CFM56-7B27A,,FAA_TYPE_5
611,CFM INTL,CFM56-7B27AE,,FAA_TYPE_5
612,CFM INTL,CFM56-7B27E,,FAA_TYPE_5
613,CFM INTL,CFM56-7B27E/B,,FAA_TYPE_5
614,CFM INTL,CFM56-7B27E/F,,FAA_TYPE_5
615,CFM INTL,CFM56-7B27EB3,,FAA_TYPE_5
616,CFM INTL,CFS56-5B3,,FAA_TYPE_5
617,CFM INTL,CFV56-7B,,FAA_TYPE_5
618,CFM INTL,LEAP-1A26,,FAA_TYPE_5
619,CFM INTL,LEAP-1A33,,FAA_TYPE_5
620,CFM INTL,LEAP-1A35A,,FAA_TYPE_5
621,CFM INTL,LEAP-1B25,,FAA_TYPE_5
622,CFM INTL,LEAP-1B27 SER,,FAA_TYPE_5
623,CFM INTL,LEAP-1B28 SER,,FAA_TYPE_5
624,CFM INTL,LEAP-1B28B,,FAA_TYPE_5
625,CFM INTL.,CFM56 SERIES,,FAA_TYPE_5
626,CFM INTL.,CFM56-5B9/3,,FAA_TYPE_5
627,CFM INTL.,CFM56-7B,,FAA_TYPE_5
628,CFX,CFX 800,,FAA_TYPE_1
629,CHEVROLET,LS3,,FAA_TYPE_8
630,CHEVROLET,LS7,,FAA_TYPE_8
631,CHEVROLET,LZ0,,FAA_TYPE_8
632,CHOTIA,ALL MDLS A/B,,FAA_TYPE_1
633,CIRRUS,MARK III,,FAA_TYPE_1
634,CKT AERO E,CKT-240TD,,FAA_TYPE_1
635,CLERGET,ROTARY,,FAA_TYPE_1
636,COLVIN,O-520-EXP,,FAA_TYPE_1
637,COMET,7E,,FAA_TYPE_1
638,COMET,7RA,,FAA_TYPE_1
639,COMPACT RA,MZ201,,FAA_TYPE_7
640,COMPACT RA,MZ202,,FAA_TYPE_7
641,COMPACT RA,MZ35,,FAA_TYPE_7
642,CONT,CD-170,,FAA_TYPE_8
643,CONT,IOX370 SERIES,,FAA_TYPE_8
644,CONT,TAE125-02-125,,FAA_TYPE_8
645,CONT,TITAN X-370,,FAA_TYPE_1
646,CONT,TITAN X340,,FAA_TYPE_1
647,CONT,XIO-370 SERIE,,FAA_TYPE_1
648,CONT AVN,CJ69-1025,,FAA_TYPE_4
649,CONT MOTOR,0-200 SERIES,,FAA_TYPE_1
650,CONT MOTOR,0-200-A,,FAA_TYPE_1
651,CONT MOTOR,0-200-C,,FAA_TYPE_1
652,CONT MOTOR,0-300 SER,,FAA_TYPE_1
653,CONT MOTOR,0-300-A,,FAA_TYPE_1
654,CONT MOTOR,0-300-B,,FAA_TYPE_1
655,CONT MOTOR,0-300-C,,FAA_TYPE_1
656,CONT MOTOR,0-300-D,,FAA_TYPE_1
657,CONT MOTOR,0-300-E,,FAA_TYPE_1
658,CONT MOTOR,0-470-11,,FAA_TYPE_1
659,CONT MOTOR,0-470-11B,,FAA_TYPE_1
660,CONT MOTOR,0-470-13,,FAA_TYPE_1
661,CONT MOTOR,0-470-13A,,FAA_TYPE_1
662,CONT MOTOR,0-470-15,,FAA_TYPE_1
663,CONT MOTOR,0-470-4,,FAA_TYPE_1
664,CONT MOTOR,200,,FAA_TYPE_8
665,CONT MOTOR,6-285-A,,FAA_TYPE_1
666,CONT MOTOR,6-320 SERIES,,FAA_TYPE_1
667,CONT MOTOR,6-320-B,,FAA_TYPE_1
668,CONT MOTOR,6-620-A,,FAA_TYPE_1
669,CONT MOTOR,A&C65 SERIES,,FAA_TYPE_1
670,CONT MOTOR,A&C75 SERIES,,FAA_TYPE_1
671,CONT MOTOR,A-100-1,,FAA_TYPE_1
672,CONT MOTOR,A-100-2,,FAA_TYPE_1
673,CONT MOTOR,A-40,,FAA_TYPE_1
674,CONT MOTOR,A-40-2,,FAA_TYPE_1
675,CONT MOTOR,A-40-3,,FAA_TYPE_1
676,CONT MOTOR,A-40-5,,FAA_TYPE_1
677,CONT MOTOR,A-50-1,,FAA_TYPE_1
678,CONT MOTOR,A-50-2,,FAA_TYPE_1
679,CONT MOTOR,A-50-3,,FAA_TYPE_1
680,CONT MOTOR,A-50-4,,FAA_TYPE_1
681,CONT MOTOR,A-50-4J,,FAA_TYPE_1
682,CONT MOTOR,A-50-5,,FAA_TYPE_1
683,CONT MOTOR,A-50-5J,,FAA_TYPE_1
684,CONT MOTOR,A-50-6,,FAA_TYPE_1
685,CONT MOTOR,A-50-6J,,FAA_TYPE_1
686,CONT MOTOR,A-50-7,,FAA_TYPE_1
687,CONT MOTOR,A-50-7J,,FAA_TYPE_1
688,CONT MOTOR,A-50-8,,FAA_TYPE_1
689,CONT MOTOR,A-50-8J,,FAA_TYPE_1
690,CONT MOTOR,A-50-9,,FAA_TYPE_1
691,CONT MOTOR,A-50-9J,,FAA_TYPE_1
692,CONT MOTOR,A-65 SER,,FAA_TYPE_1
693,CONT MOTOR,A-65-12,,FAA_TYPE_1
694,CONT MOTOR,A-65-12F,,FAA_TYPE_1
695,CONT MOTOR,A-65-12FJ,,FAA_TYPE_1
696,CONT MOTOR,A-65-12J,,FAA_TYPE_1
697,CONT MOTOR,A-65-14,,FAA_TYPE_1
698,CONT MOTOR,A-65-14F,,FAA_TYPE_1
699,CONT MOTOR,A-65-14FJ,,FAA_TYPE_1
700,CONT MOTOR,A-65-14J,,FAA_TYPE_1
701,CONT MOTOR,A-65-3,,FAA_TYPE_1
702,CONT MOTOR,A-65-6,,FAA_TYPE_1
703,CONT MOTOR,A-65-6J,,FAA_TYPE_1
704,CONT MOTOR,A-65-7,,FAA_TYPE_1
705,CONT MOTOR,A-65-8,,FAA_TYPE_1
706,CONT MOTOR,A-65-8F,,FAA_TYPE_1
707,CONT MOTOR,A-65-8FJ,,FAA_TYPE_1
708,CONT MOTOR,A-65-8J,,FAA_TYPE_1
709,CONT MOTOR,A-65-9,,FAA_TYPE_1
710,CONT MOTOR,A-65-9F,,FAA_TYPE_1
711,CONT MOTOR,A-65-9FJ,,FAA_TYPE_1
712,CONT MOTOR,A-65-9J,,FAA_TYPE_1
713,CONT MOTOR,A-70,,FAA_TYPE_1
714,CONT MOTOR,A-70-2,,FAA_TYPE_1
715,CONT MOTOR,A-75,,FAA_TYPE_1
716,CONT MOTOR,A-80-8,,FAA_TYPE_1
717,CONT MOTOR,A-80-9,,FAA_TYPE_1
718,CONT MOTOR,A100,,FAA_TYPE_1
719,CONT MOTOR,A40 SERIES,,FAA_TYPE_1
720,CONT MOTOR,A40-4,,FAA_TYPE_1
721,CONT MOTOR,A50 SERIES,,FAA_TYPE_1
722,CONT MOTOR,A70 SERIES,,FAA_TYPE_1
723,CONT MOTOR,A75-3,,FAA_TYPE_1
724,CONT MOTOR,A75-6,,FAA_TYPE_1
725,CONT MOTOR,A75-6J,,FAA_TYPE_1
726,CONT MOTOR,A75-8,,FAA_TYPE_1
727,CONT MOTOR,A75-8F,,FAA_TYPE_1
728,CONT MOTOR,A75-8FJ,,FAA_TYPE_1
729,CONT MOTOR,A75-8J,,FAA_TYPE_1
730,CONT MOTOR,A75-9,,FAA_TYPE_1
731,CONT MOTOR,A75-9J,,FAA_TYPE_1
732,CONT MOTOR,A80 SERIES,,FAA_TYPE_1
733,CONT MOTOR,C-115-1,,FAA_TYPE_1
734,CONT MOTOR,C-115-2,,FAA_TYPE_1
735,CONT MOTOR,C-125-1,,FAA_TYPE_1
736,CONT MOTOR,C-125-2,,FAA_TYPE_1
737,CONT MOTOR,C125 SERIES,,FAA_TYPE_1
738,CONT MOTOR,C145 SERIES,,FAA_TYPE_1
739,CONT MOTOR,C145-2,,FAA_TYPE_1
740,CONT MOTOR,C145-2H,,FAA_TYPE_1
741,CONT MOTOR,C145-2HP,,FAA_TYPE_1
742,CONT MOTOR,C75-12,,FAA_TYPE_1
743,CONT MOTOR,C75-12B,,FAA_TYPE_1
744,CONT MOTOR,C75-12BF,,FAA_TYPE_1
745,CONT MOTOR,C75-12BFH,,FAA_TYPE_1
746,CONT MOTOR,C75-12F,,FAA_TYPE_1
747,CONT MOTOR,C75-12FH,,FAA_TYPE_1
748,CONT MOTOR,C75-12FHJ,,FAA_TYPE_1
749,CONT MOTOR,C75-12FJ,,FAA_TYPE_1
750,CONT MOTOR,C75-12J,,FAA_TYPE_1
751,CONT MOTOR,C75-15,,FAA_TYPE_1
752,CONT MOTOR,C75-15F,,FAA_TYPE_1
753,CONT MOTOR,C75-8,,FAA_TYPE_1
754,CONT MOTOR,C75-8F,,FAA_TYPE_1
755,CONT MOTOR,C75-8FH,,FAA_TYPE_1
756,CONT MOTOR,C75-8FHJ,,FAA_TYPE_1
757,CONT MOTOR,C75-8FJ,,FAA_TYPE_1
758,CONT MOTOR,C75-8J,,FAA_TYPE_1
759,CONT MOTOR,C85 SERIES,,FAA_TYPE_1
760,CONT MOTOR,C85-12,,FAA_TYPE_1
761,CONT MOTOR,C85-12F,,FAA_TYPE_1
762,CONT MOTOR,C85-12FH,,FAA_TYPE_1
763,CONT MOTOR,C85-12FHJ,,FAA_TYPE_1
764,CONT MOTOR,C85-12FJ,,FAA_TYPE_1
765,CONT MOTOR,C85-12J,,FAA_TYPE_1
766,CONT MOTOR,C85-14F,,FAA_TYPE_1
767,CONT MOTOR,C85-15,,FAA_TYPE_1
768,CONT MOTOR,C85-15F,,FAA_TYPE_1
769,CONT MOTOR,C85-8,,FAA_TYPE_1
770,CONT MOTOR,C85-8F,,FAA_TYPE_1
771,CONT MOTOR,C85-8FHJ,,FAA_TYPE_1
772,CONT MOTOR,C85-8FJ,,FAA_TYPE_1
773,CONT MOTOR,C85-8J,,FAA_TYPE_1
774,CONT MOTOR,C90 SERIES,,FAA_TYPE_1
775,CONT MOTOR,C90-12F,,FAA_TYPE_1
776,CONT MOTOR,C90-12FH,,FAA_TYPE_1
777,CONT MOTOR,C90-12FJ,,FAA_TYPE_1
778,CONT MOTOR,C90-12FP,,FAA_TYPE_1
779,CONT MOTOR,C90-14F,,FAA_TYPE_1
780,CONT MOTOR,C90-14FH,,FAA_TYPE_1
781,CONT MOTOR,C90-14FJ,,FAA_TYPE_1
782,CONT MOTOR,C90-16F,,FAA_TYPE_1
783,CONT MOTOR,C90-8F,,FAA_TYPE_1
784,CONT MOTOR,C90-8FJ,,FAA_TYPE_1
785,CONT MOTOR,CD 100 SER,,FAA_TYPE_8
786,CONT MOTOR,CENTURION 3.0,,FAA_TYPE_2
787,CONT MOTOR,E-185-11,,FAA_TYPE_1
788,CONT MOTOR,E-TSIOF-550-P,,FAA_TYPE_1
789,CONT MOTOR,E165 SERIES,,FAA_TYPE_1
790,CONT MOTOR,E165-2,,FAA_TYPE_1
791,CONT MOTOR,E165-3,,FAA_TYPE_1
792,CONT MOTOR,E165-4,,FAA_TYPE_1
793,CONT MOTOR,E185 SERIES,,FAA_TYPE_1
794,CONT MOTOR,E185-1,,FAA_TYPE_1
795,CONT MOTOR,E185-10,,FAA_TYPE_1
796,CONT MOTOR,E185-2,,FAA_TYPE_1
797,CONT MOTOR,E185-3,,FAA_TYPE_1
798,CONT MOTOR,E185-5,,FAA_TYPE_1
799,CONT MOTOR,E185-8,,FAA_TYPE_1
800,CONT MOTOR,E185-9,,FAA_TYPE_1
801,CONT MOTOR,E225 SERIES,,FAA_TYPE_1
802,CONT MOTOR,E225-2,,FAA_TYPE_1
803,CONT MOTOR,E225-4,,FAA_TYPE_1
804,CONT MOTOR,E225-8,,FAA_TYPE_1
805,CONT MOTOR,E225-9,,FAA_TYPE_1
806,CONT MOTOR,FSO-470 SER,,FAA_TYPE_1
807,CONT MOTOR,FSO-470-A,,FAA_TYPE_1
808,CONT MOTOR,FSO-526,,FAA_TYPE_1
809,CONT MOTOR,FSO-526-A,,FAA_TYPE_1
810,CONT MOTOR,FSO-526-C,,FAA_TYPE_1
811,CONT MOTOR,GIO-244,,FAA_TYPE_1
812,CONT MOTOR,GIO-470-A,,FAA_TYPE_1
813,CONT MOTOR,GIO-470SERIES,,FAA_TYPE_1
814,CONT MOTOR,GO-300 SERIES,,FAA_TYPE_1
815,CONT MOTOR,GO-300-A,,FAA_TYPE_1
816,CONT MOTOR,GO-300-B,,FAA_TYPE_1
817,CONT MOTOR,GO-300-C,,FAA_TYPE_1
818,CONT MOTOR,GO-300-D,,FAA_TYPE_1
819,CONT MOTOR,GO-300-E,,FAA_TYPE_1
820,CONT MOTOR,GO-300-F,,FAA_TYPE_1
821,CONT MOTOR,GSO-526-A,,FAA_TYPE_1
822,CONT MOTOR,GTSI0-520-F-K,,FAA_TYPE_1
823,CONT MOTOR,GTSIO-520 SER,,FAA_TYPE_1_2
824,CONT MOTOR,GTSIO-520-C,,FAA_TYPE_1
825,CONT MOTOR,GTSIO-520-D,,FAA_TYPE_1
826,CONT MOTOR,GTSIO-520-E,,FAA_TYPE_1
827,CONT MOTOR,GTSIO-520-F,,FAA_TYPE_1
828,CONT MOTOR,GTSIO-520-H,,FAA_TYPE_1
829,CONT MOTOR,GTSIO-520-K,,FAA_TYPE_1
830,CONT MOTOR,GTSIO-520-L,,FAA_TYPE_1
831,CONT MOTOR,GTSIO-520-M,,FAA_TYPE_1
832,CONT MOTOR,GTSIO-520-N,,FAA_TYPE_1
833,CONT MOTOR,I0-470 SERIES,,FAA_TYPE_1
834,CONT MOTOR,IO 520 SERIES,,FAA_TYPE_1
835,CONT MOTOR,IO-200,,FAA_TYPE_1
836,CONT MOTOR,IO-240 SER,,FAA_TYPE_1
837,CONT MOTOR,IO-240-A,,FAA_TYPE_1
838,CONT MOTOR,IO-240-B,,FAA_TYPE_1
839,CONT MOTOR,IO-346 SERIES,,FAA_TYPE_1
840,CONT MOTOR,IO-346-A,,FAA_TYPE_1
841,CONT MOTOR,IO-346-B,,FAA_TYPE_1
842,CONT MOTOR,IO-360,,FAA_TYPE_8
843,CONT MOTOR,IO-360 SER,,FAA_TYPE_1
844,CONT MOTOR,IO-360-A,,FAA_TYPE_1
845,CONT MOTOR,IO-360-AB,,FAA_TYPE_1
846,CONT MOTOR,IO-360-B,,FAA_TYPE_1
847,CONT MOTOR,IO-360-C,,FAA_TYPE_1
848,CONT MOTOR,IO-360-CB,,FAA_TYPE_1
849,CONT MOTOR,IO-360-D,,FAA_TYPE_1
850,CONT MOTOR,IO-360-DB,,FAA_TYPE_1
851,CONT MOTOR,IO-360-E,,FAA_TYPE_1
852,CONT MOTOR,IO-360-ES,,FAA_TYPE_1
853,CONT MOTOR,IO-360-G,,FAA_TYPE_1
854,CONT MOTOR,IO-360-GB,,FAA_TYPE_1
855,CONT MOTOR,IO-360-H,,FAA_TYPE_1
856,CONT MOTOR,IO-360-HB,,FAA_TYPE_1
857,CONT MOTOR,IO-360-J,,FAA_TYPE_1
858,CONT MOTOR,IO-360-JB,,FAA_TYPE_1
859,CONT MOTOR,IO-360-K,,FAA_TYPE_1
860,CONT MOTOR,IO-360-KB,,FAA_TYPE_1
861,CONT MOTOR,IO-370-C1F,,FAA_TYPE_8
862,CONT MOTOR,IO-370-DA3A,,FAA_TYPE_1
863,CONT MOTOR,IO-470 SER,,FAA_TYPE_1
864,CONT MOTOR,IO-470-A,,FAA_TYPE_1
865,CONT MOTOR,IO-470-C,,FAA_TYPE_1
866,CONT MOTOR,IO-470-D,,FAA_TYPE_1
867,CONT MOTOR,IO-470-E,,FAA_TYPE_1
868,CONT MOTOR,IO-470-F,,FAA_TYPE_1
869,CONT MOTOR,IO-470-G,,FAA_TYPE_1
870,CONT MOTOR,IO-470-H,,FAA_TYPE_1
871,CONT MOTOR,IO-470-J,,FAA_TYPE_1
872,CONT MOTOR,IO-470-K,,FAA_TYPE_1
873,CONT MOTOR,IO-470-L,,FAA_TYPE_1
874,CONT MOTOR,IO-470-LO,,FAA_TYPE_1
875,CONT MOTOR,IO-470-M,,FAA_TYPE_1
876,CONT MOTOR,IO-470-N,,FAA_TYPE_1
877,CONT MOTOR,IO-470-P,,FAA_TYPE_1
878,CONT MOTOR,IO-470-R,,FAA_TYPE_1
879,CONT MOTOR,IO-470-S,,FAA_TYPE_1
880,CONT MOTOR,IO-470-T,,FAA_TYPE_1
881,CONT MOTOR,IO-470-U,,FAA_TYPE_1
882,CONT MOTOR,IO-470-V,,FAA_TYPE_1
883,CONT MOTOR,IO-470-VO,,FAA_TYPE_1
884,CONT MOTOR,IO-520-A,,FAA_TYPE_1
885,CONT MOTOR,IO-520-B,,FAA_TYPE_1
886,CONT MOTOR,IO-520-BA,,FAA_TYPE_1
887,CONT MOTOR,IO-520-BB,,FAA_TYPE_1
888,CONT MOTOR,IO-520-C,,FAA_TYPE_1
889,CONT MOTOR,IO-520-CB,,FAA_TYPE_1
890,CONT MOTOR,IO-520-D,,FAA_TYPE_1
891,CONT MOTOR,IO-520-E,,FAA_TYPE_1
892,CONT MOTOR,IO-520-F,,FAA_TYPE_1
893,CONT MOTOR,IO-520-J,,FAA_TYPE_1
894,CONT MOTOR,IO-520-K,,FAA_TYPE_1
895,CONT MOTOR,IO-520-L,,FAA_TYPE_1
896,CONT MOTOR,IO-520-L8B,,FAA_TYPE_8
897,CONT MOTOR,IO-520-M,,FAA_TYPE_1
898,CONT MOTOR,IO-520-MB,,FAA_TYPE_1
899,CONT MOTOR,IO-520-N,,FAA_TYPE_1
900,CONT MOTOR,IO-520-NB,,FAA_TYPE_1
901,CONT MOTOR,IO-540 SER,,FAA_TYPE_1
902,CONT MOTOR,IO-550 SERIES,,FAA_TYPE_1
903,CONT MOTOR,IO-550-A,,FAA_TYPE_1
904,CONT MOTOR,IO-550-B,,FAA_TYPE_1
905,CONT MOTOR,IO-550-C,,FAA_TYPE_1
906,CONT MOTOR,IO-550-D,,FAA_TYPE_1
907,CONT MOTOR,IO-550-E,,FAA_TYPE_1
908,CONT MOTOR,IO-550-F,,FAA_TYPE_1
909,CONT MOTOR,IO-550-G,,FAA_TYPE_1
910,CONT MOTOR,IO-550-L,,FAA_TYPE_1
911,CONT MOTOR,IO-550-N,,FAA_TYPE_1
912,CONT MOTOR,IO-550-P,,FAA_TYPE_1
913,CONT MOTOR,IO-550-R,,FAA_TYPE_1
914,CONT MOTOR,IO550C1F,,FAA_TYPE_1
915,CONT MOTOR,IOF-240-B,,FAA_TYPE_1
916,CONT MOTOR,IOF-550-B,,FAA_TYPE_1
917,CONT MOTOR,IOF-550-C,,FAA_TYPE_1
918,CONT MOTOR,IOF-550-D,,FAA_TYPE_1
919,CONT MOTOR,IOF-550-E,,FAA_TYPE_1
920,CONT MOTOR,IOF-550-F,,FAA_TYPE_1
921,CONT MOTOR,IOF-550-L,,FAA_TYPE_1
922,CONT MOTOR,IOF-550-N,,FAA_TYPE_1
923,CONT MOTOR,IOF-550-P,,FAA_TYPE_1
924,CONT MOTOR,IOF-550-R,,FAA_TYPE_1
925,CONT MOTOR,IOX340 SERIES,,FAA_TYPE_1
